        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
hysteria	0.381661	0.250814	0.378683	0.359302	0.258479	0.361268	0.387743	0.341670	0.277280	0.243894	0.388541	0.308201	0.284647	0.313923	0.348238	0.399105	0.266148	0.281878	0.302959	0.335765	0.391878	0.354517	0.378005	0.388511	0.294082	0.301956	0.260877	0.331513	0.317435	0.370688	0.251976	0.372326	0.365843	0.272078	0.374299	0.320179	0.366544	0.361683	0.369282	0.241009	0.377356	0.307063	0.427319	0.277455	0.399575	0.326263	0.321129	0.335679	0.276682	0.346798	0.368991	0.343770	0.303600	0.247303	0.282982	0.409318	0.333691	0.259647	0.351368	0.331889	0.247088	0.270364	0.326226	0.289006	0.338445	0.308865	0.257020	0.239956	0.302360	0.299911	1.000000	0.272192	0.322034	0.405557	0.329076	0.382418	0.326273	0.276505	0.318186	0.280283	0.348426	0.373974	0.373056	0.368226	0.366095	0.353165	0.352440	0.433566	0.313025	0.465101	0.249813	0.316976	0.255717	0.332107	0.316892	0.345096	0.291590	0.275542	0.287925	0.324182	0.422496	0.334524	0.273514	0.335823	0.305990	0.258356	0.346595	0.364819	0.228486	0.359446	0.250623	0.457605	0.345592	0.270104	0.379236	0.303672	0.386738	0.444895	0.330749	0.314070	0.448002	0.352022	0.344726	0.311432	0.288209	0.370120	0.291281	0.393060	0.267417	0.310916	0.327752	0.350924	
infatuation	0.376290	0.437241	0.487189	0.343012	0.252385	0.276716	0.273435	0.290300	0.292135	0.364466	0.345740	0.290870	0.322632	0.274019	0.305061	0.293531	0.460242	0.343932	0.339299	0.258999	0.386306	0.314255	0.367603	0.324373	0.268929	0.310553	0.273430	0.392169	0.302718	0.363236	0.200940	0.344654	0.335076	0.253315	0.284122	0.264384	0.406104	0.301710	0.346256	0.228291	0.375427	0.324239	0.312248	0.263956	0.401937	0.342658	0.316409	0.343717	0.525509	0.237000	0.392602	0.345095	0.313938	0.319675	0.280514	0.332358	0.262560	0.352581	0.337200	0.330406	0.285209	0.339654	0.423703	0.334537	0.335858	0.315518	0.227073	0.264645	0.260497	0.394087	0.272192	1.000000	0.361081	0.384703	0.307188	0.334134	0.332890	0.385845	0.333709	0.372595	0.358981	0.350880	0.504932	0.316030	0.389946	0.599772	0.523903	0.285502	0.346167	0.291029	0.233763	0.284107	0.289225	0.295925	0.241405	0.443899	0.273206	0.277364	0.301810	0.321821	0.299715	0.329099	0.332741	0.350363	0.303737	0.346249	0.333311	0.346058	0.268283	0.285291	0.244455	0.333572	0.353574	0.286275	0.375687	0.295929	0.354946	0.412427	0.296604	0.229248	0.312275	0.363807	0.292858	0.269009	0.296487	0.324881	0.365393	0.367900	0.323257	0.264968	0.388300	0.388654	
insecurity	0.463869	0.351743	0.399215	0.449258	0.302630	0.287446	0.410044	0.381913	0.367123	0.466361	0.455769	0.428976	0.401448	0.400601	0.402327	0.387704	0.461246	0.358177	0.429700	0.307883	0.439129	0.413005	0.444142	0.420727	0.396671	0.342559	0.406412	0.416992	0.416116	0.510318	0.293256	0.387816	0.468773	0.347929	0.402675	0.372825	0.446041	0.318784	0.394283	0.389805	0.410803	0.452982	0.371012	0.350943	0.457119	0.450015	0.474082	0.379444	0.344023	0.366534	0.505088	0.400958	0.340674	0.349026	0.257207	0.426397	0.343966	0.437910	0.436309	0.434908	0.409205	0.439021	0.393780	0.460867	0.438727	0.455860	0.313597	0.379970	0.402367	0.508124	0.322034	0.361081	1.000000	0.477169	0.396673	0.442572	0.439175	0.553777	0.309512	0.359866	0.436045	0.360204	0.406511	0.431700	0.470349	0.413131	0.424681	0.319224	0.449067	0.409445	0.363793	0.400807	0.363359	0.385847	0.358444	0.437988	0.357428	0.387711	0.387745	0.397764	0.311845	0.410553	0.442407	0.456441	0.410611	0.450059	0.411987	0.454971	0.373771	0.351703	0.352955	0.459083	0.378240	0.404714	0.470225	0.395027	0.455475	0.404116	0.432757	0.344692	0.333311	0.463281	0.361599	0.382050	0.424418	0.437505	0.385615	0.401026	0.430683	0.332085	0.323549	0.451313	
insult  	0.533288	0.343831	0.469862	0.512539	0.275981	0.393403	0.475167	0.430428	0.384117	0.497236	0.520730	0.451038	0.389054	0.422948	0.455248	0.505368	0.441454	0.375527	0.419215	0.406172	0.543012	0.474511	0.502174	0.466110	0.386117	0.406585	0.393010	0.473779	0.415489	0.567084	0.302889	0.498740	0.481341	0.393095	0.465117	0.370215	0.495592	0.397102	0.426682	0.356249	0.485384	0.479756	0.510069	0.384549	0.514374	0.452352	0.391732	0.393058	0.364723	0.392924	0.559428	0.482307	0.381061	0.359493	0.344538	0.530595	0.420587	0.430413	0.497773	0.469940	0.377230	0.441597	0.451085	0.414132	0.476999	0.459666	0.309097	0.347001	0.450027	0.515754	0.405557	0.384703	0.477169	1.000000	0.446686	0.554410	0.437437	0.401959	0.398645	0.385646	0.470068	0.455844	0.489301	0.486453	0.531548	0.481432	0.458964	0.491159	0.448874	0.527527	0.349330	0.426748	0.367442	0.461284	0.332213	0.465141	0.358844	0.354168	0.393002	0.475059	0.505209	0.459236	0.425251	0.482968	0.403541	0.476366	0.463193	0.516213	0.334949	0.458167	0.360546	0.571062	0.450517	0.380499	0.492063	0.400828	0.518748	0.565765	0.423782	0.373527	0.528494	0.509951	0.435556	0.400618	0.450546	0.504048	0.401556	0.502446	0.414296	0.444730	0.403307	0.516745	
interest	0.439996	0.383000	0.401424	0.436297	0.343762	0.308613	0.396968	0.395715	0.445661	0.371042	0.439842	0.456207	0.462074	0.337076	0.390910	0.457505	0.382703	0.360441	0.397386	0.328995	0.433803	0.466893	0.398898	0.383021	0.379016	0.415454	0.349078	0.425479	0.380747	0.447656	0.353533	0.410794	0.448530	0.394859	0.388197	0.349812	0.471243	0.326195	0.407405	0.375357	0.446513	0.403745	0.389457	0.387109	0.465569	0.442368	0.427118	0.376250	0.350727	0.335850	0.413507	0.401861	0.384168	0.375668	0.238314	0.425864	0.323249	0.341297	0.386223	0.382489	0.335784	0.407154	0.400884	0.340298	0.380229	0.408166	0.261895	0.375509	0.389012	0.381007	0.329076	0.307188	0.396673	0.446686	1.000000	0.422221	0.389493	0.336521	0.313802	0.385843	0.436662	0.412129	0.441281	0.432852	0.425775	0.395361	0.392801	0.351540	0.388478	0.377057	0.378497	0.397979	0.356129	0.376671	0.316678	0.430702	0.340928	0.433976	0.363715	0.406540	0.363532	0.385617	0.401863	0.390190	0.407989	0.373176	0.462179	0.468974	0.363868	0.351442	0.374084	0.429722	0.393730	0.428145	0.433011	0.456177	0.426150	0.454858	0.409792	0.355190	0.409273	0.409971	0.356292	0.336131	0.371182	0.427001	0.362134	0.429344	0.357344	0.345901	0.392168	0.431228	
irritation	0.534303	0.313734	0.454853	0.626708	0.339270	0.398816	0.469464	0.399259	0.388621	0.502864	0.518421	0.595671	0.400648	0.395406	0.436721	0.512834	0.383674	0.391532	0.429707	0.410769	0.516957	0.503995	0.499203	0.430721	0.370214	0.415532	0.370299	0.433891	0.379441	0.548792	0.315237	0.516968	0.462960	0.424236	0.463085	0.390988	0.530526	0.400400	0.452687	0.329252	0.492909	0.401325	0.518702	0.524709	0.502729	0.439963	0.419583	0.415531	0.353801	0.416279	0.598129	0.517583	0.390962	0.341986	0.309750	0.536387	0.419274	0.373923	0.625505	0.534297	0.341446	0.400620	0.432821	0.377720	0.434663	0.422170	0.276628	0.349405	0.383414	0.473957	0.382418	0.334134	0.442572	0.554410	0.422221	1.000000	0.392118	0.358060	0.384867	0.388172	0.484364	0.439121	0.462505	0.516954	0.488090	0.453414	0.436038	0.495045	0.415891	0.510730	0.298168	0.434903	0.398268	0.412369	0.294276	0.431265	0.341601	0.345069	0.391254	0.528698	0.555506	0.417670	0.367920	0.503378	0.411535	0.421409	0.492137	0.527666	0.324148	0.485076	0.316042	0.557408	0.432882	0.382713	0.474943	0.437943	0.493024	0.586279	0.398470	0.356651	0.556347	0.490500	0.439994	0.371972	0.427003	0.565883	0.391012	0.494865	0.383909	0.519597	0.402708	0.512302	
isolation	0.435136	0.315249	0.359714	0.407586	0.294865	0.319607	0.384924	0.412549	0.352738	0.387157	0.440952	0.368512	0.344969	0.333300	0.341000	0.373375	0.391511	0.354559	0.390133	0.312092	0.414486	0.390061	0.415203	0.396856	0.378464	0.341969	0.339913	0.356752	0.382949	0.446285	0.294030	0.363782	0.442404	0.359466	0.372749	0.334202	0.414994	0.325553	0.393100	0.339062	0.370728	0.349971	0.351061	0.334305	0.406828	0.402568	0.383635	0.367277	0.304857	0.321795	0.426040	0.380955	0.335461	0.313828	0.292140	0.433100	0.387373	0.355113	0.363764	0.368024	0.350794	0.372207	0.369457	0.397623	0.374807	0.392141	0.301417	0.335640	0.373333	0.395052	0.326273	0.332890	0.439175	0.437437	0.389493	0.392118	1.000000	0.354790	0.310646	0.357315	0.381799	0.369859	0.388804	0.371181	0.481275	0.376062	0.384760	0.352175	0.407471	0.367662	0.363064	0.362011	0.342203	0.377367	0.312962	0.407966	0.334222	0.365775	0.344909	0.373953	0.328486	0.391461	0.429106	0.401034	0.374467	0.376092	0.389248	0.400937	0.314206	0.334014	0.403599	0.427941	0.373622	0.363917	0.424465	0.360247	0.412380	0.394788	0.359526	0.311373	0.342266	0.409251	0.350791	0.318845	0.382030	0.393358	0.372459	0.377536	0.357328	0.342773	0.341953	0.386865	
jealousy	0.387976	0.309617	0.336323	0.384312	0.240194	0.237504	0.291833	0.310696	0.292115	0.476453	0.376463	0.353222	0.339381	0.340328	0.340474	0.292875	0.475506	0.304445	0.406745	0.225301	0.389123	0.352221	0.385330	0.362531	0.300761	0.262660	0.366952	0.370599	0.352128	0.427189	0.265924	0.290076	0.369842	0.292453	0.310141	0.294133	0.377571	0.275154	0.329497	0.345465	0.321818	0.583661	0.260649	0.313179	0.400418	0.373600	0.372665	0.383484	0.273744	0.234439	0.468131	0.355850	0.244983	0.291593	0.217137	0.323406	0.271988	0.444794	0.391409	0.381483	0.390224	0.414284	0.390101	0.413430	0.397225	0.397250	0.277539	0.323941	0.346964	0.463598	0.276505	0.385845	0.553777	0.401959	0.336521	0.358060	0.354790	1.000000	0.231358	0.311456	0.356061	0.298054	0.361233	0.336311	0.404316	0.408117	0.417529	0.242104	0.395174	0.268697	0.300352	0.356935	0.352386	0.343648	0.325399	0.408464	0.336347	0.345832	0.390404	0.377932	0.222391	0.392864	0.386629	0.410536	0.358473	0.444992	0.357179	0.403128	0.322848	0.297731	0.321113	0.361438	0.307605	0.411824	0.439034	0.347936	0.392168	0.299682	0.343952	0.272040	0.239380	0.425843	0.313127	0.322071	0.367463	0.401678	0.342889	0.355090	0.391598	0.301327	0.276396	0.396462	
jolliness	0.390908	0.274364	0.375708	0.365607	0.206877	0.330863	0.355726	0.333682	0.380746	0.234640	0.395734	0.304213	0.271714	0.264230	0.293767	0.378094	0.266504	0.284235	0.287242	0.347470	0.417909	0.353893	0.373602	0.339005	0.279709	0.458288	0.235450	0.348141	0.280494	0.360806	0.217785	0.400149	0.346950	0.260706	0.330629	0.282600	0.421245	0.349329	0.438777	0.220394	0.424713	0.287573	0.453027	0.260430	0.414841	0.421149	0.253156	0.253839	0.333421	0.301262	0.343452	0.324869	0.543636	0.490862	0.357964	0.425054	0.365026	0.236431	0.362845	0.342635	0.238469	0.376364	0.324266	0.288417	0.330719	0.304967	0.238989	0.214945	0.288976	0.303374	0.318186	0.333709	0.309512	0.398645	0.313802	0.384867	0.310646	0.231358	1.000000	0.464484	0.451230	0.466777	0.404592	0.340370	0.384993	0.348914	0.416651	0.405560	0.327690	0.410876	0.221187	0.350576	0.258471	0.315528	0.200010	0.347297	0.257506	0.309082	0.306129	0.266296	0.456401	0.321592	0.249300	0.330900	0.267338	0.239769	0.332921	0.350237	0.265683	0.343719	0.223318	0.414659	0.358985	0.226146	0.356294	0.304984	0.359857	0.498269	0.271174	0.271652	0.474899	0.353515	0.348243	0.250977	0.305622	0.359133	0.301200	0.368906	0.241024	0.313416	0.420389	0.453783	
joviality	0.377580	0.360004	0.339155	0.379105	0.295708	0.262351	0.322416	0.332791	0.430901	0.378554	0.395404	0.393686	0.389378	0.298083	0.327010	0.364648	0.366817	0.330825	0.379021	0.259316	0.371449	0.378323	0.364369	0.341194	0.382440	0.426000	0.370695	0.375448	0.343075	0.386981	0.255429	0.348443	0.395192	0.373046	0.312984	0.290984	0.447384	0.319635	0.421923	0.318832	0.401667	0.341323	0.376203	0.355232	0.430826	0.452656	0.366184	0.350835	0.352723	0.300122	0.409824	0.361960	0.478329	0.463505	0.255156	0.379952	0.303228	0.327914	0.357538	0.354943	0.332401	0.382644	0.343097	0.322250	0.327724	0.370538	0.267992	0.358395	0.323463	0.388170	0.280283	0.372595	0.359866	0.385646	0.385843	0.388172	0.357315	0.311456	0.464484	1.000000	0.447099	0.437497	0.401076	0.340185	0.372874	0.353421	0.422624	0.295900	0.359829	0.326217	0.322224	0.365554	0.309845	0.315355	0.284426	0.384670	0.292751	0.394060	0.343581	0.356339	0.310911	0.325944	0.341164	0.374389	0.365638	0.365147	0.393588	0.451381	0.333934	0.297269	0.305620	0.358003	0.341907	0.358325	0.393019	0.362026	0.354361	0.388243	0.357163	0.279483	0.337755	0.368659	0.319440	0.302059	0.358273	0.362055	0.342581	0.358261	0.333641	0.317769	0.382229	0.467106	
joy     	0.548150	0.404042	0.439291	0.474969	0.348518	0.365636	0.433397	0.387815	0.471580	0.381270	0.496783	0.449555	0.468262	0.338782	0.442602	0.446886	0.376888	0.437551	0.414953	0.377798	0.463180	0.493096	0.466954	0.413068	0.428746	0.535043	0.311887	0.434900	0.393762	0.482905	0.344258	0.473028	0.487069	0.391222	0.412841	0.376871	0.463913	0.356761	0.519166	0.358368	0.450224	0.402644	0.449660	0.422597	0.479921	0.523772	0.449723	0.334423	0.377894	0.410867	0.457134	0.404566	0.489894	0.540729	0.295741	0.499429	0.380283	0.335639	0.437110	0.419331	0.371643	0.455999	0.445836	0.333246	0.418587	0.418496	0.277671	0.330296	0.392180	0.435799	0.348426	0.358981	0.436045	0.470068	0.436662	0.484364	0.381799	0.356061	0.451230	0.447099	1.000000	0.472699	0.466526	0.467697	0.439790	0.473219	0.478849	0.406058	0.409892	0.474417	0.326711	0.402674	0.348257	0.382423	0.259342	0.426278	0.338795	0.434325	0.403213	0.379938	0.439079	0.385967	0.337171	0.419030	0.388861	0.366121	0.470103	0.543280	0.352929	0.389557	0.326599	0.488369	0.540718	0.367654	0.478545	0.467115	0.426114	0.521354	0.410303	0.355566	0.451821	0.459303	0.399382	0.354043	0.425526	0.465502	0.379081	0.463967	0.385760	0.405082	0.390002	0.499762	
jubilation	0.425403	0.330726	0.418807	0.439521	0.299875	0.379981	0.413082	0.393024	0.379842	0.289132	0.479924	0.382579	0.377082	0.313107	0.370268	0.449030	0.320581	0.331521	0.337140	0.387600	0.443264	0.419355	0.419030	0.459807	0.357296	0.461075	0.286143	0.397952	0.370459	0.438881	0.271152	0.444047	0.431488	0.339169	0.390446	0.328299	0.488915	0.405599	0.455438	0.258093	0.475910	0.345298	0.504472	0.355812	0.529635	0.496905	0.326520	0.378836	0.357638	0.345096	0.426458	0.416977	0.482234	0.420932	0.322129	0.497377	0.375588	0.290760	0.396949	0.405150	0.267113	0.368115	0.403740	0.315957	0.391829	0.347851	0.276386	0.301014	0.334676	0.353024	0.373974	0.350880	0.360204	0.455844	0.412129	0.439121	0.369859	0.298054	0.466777	0.437497	0.472699	1.000000	0.420199	0.419739	0.440661	0.399226	0.424189	0.448766	0.357544	0.449285	0.313006	0.387957	0.306053	0.381413	0.269516	0.441882	0.326481	0.337259	0.367633	0.381577	0.489084	0.366331	0.331215	0.402021	0.366186	0.315916	0.419013	0.423797	0.284390	0.408771	0.276823	0.484911	0.419082	0.333953	0.418780	0.369937	0.421309	0.543235	0.368902	0.350984	0.549394	0.422714	0.455422	0.295199	0.335943	0.419460	0.360237	0.466923	0.295352	0.350435	0.438679	0.493143	
liking  	0.471356	0.473034	0.550380	0.444575	0.317713	0.367169	0.405563	0.380289	0.415771	0.344573	0.468413	0.414424	0.409922	0.320735	0.382505	0.475692	0.414267	0.399286	0.398291	0.374831	0.483569	0.435411	0.421562	0.403449	0.361089	0.403084	0.305613	0.454241	0.374900	0.457103	0.286705	0.486055	0.448847	0.386144	0.392344	0.335318	0.485901	0.353539	0.419799	0.319826	0.473640	0.395158	0.431723	0.348614	0.464472	0.421902	0.358777	0.382816	0.567887	0.342283	0.440243	0.389758	0.426423	0.368312	0.301622	0.455321	0.364597	0.339706	0.411194	0.408965	0.331799	0.359938	0.434559	0.335872	0.378877	0.378625	0.258084	0.332654	0.344607	0.404834	0.373056	0.504932	0.406511	0.489301	0.441281	0.462505	0.388804	0.361233	0.404592	0.401076	0.466526	0.420199	1.000000	0.446534	0.450580	0.536823	0.534902	0.422741	0.403413	0.443486	0.329845	0.374429	0.327424	0.382436	0.271841	0.437748	0.335047	0.397308	0.369856	0.378131	0.443669	0.384249	0.354330	0.387581	0.390016	0.352786	0.453439	0.432592	0.327673	0.391967	0.296682	0.459843	0.402515	0.348352	0.448615	0.376012	0.449910	0.579332	0.383110	0.332960	0.469827	0.432074	0.370410	0.322294	0.353758	0.441677	0.379373	0.438757	0.338287	0.360362	0.441956	0.451179	
loathing	0.479140	0.349277	0.444379	0.507096	0.349254	0.402265	0.446240	0.383895	0.395489	0.345436	0.518907	0.463295	0.420784	0.356911	0.436183	0.453184	0.327929	0.430225	0.423388	0.372933	0.471754	0.528913	0.429806	0.424221	0.379117	0.399339	0.311481	0.419804	0.417356	0.478763	0.374227	0.539890	0.478976	0.373470	0.393498	0.405971	0.452646	0.354478	0.420540	0.351956	0.437447	0.419385	0.471756	0.430292	0.447839	0.422042	0.469791	0.410067	0.388802	0.426833	0.449274	0.452879	0.362209	0.344406	0.279824	0.523396	0.418055	0.331280	0.497457	0.435215	0.362755	0.365853	0.474451	0.300603	0.404885	0.407421	0.271076	0.331137	0.391453	0.433689	0.368226	0.316030	0.431700	0.486453	0.432852	0.516954	0.371181	0.336311	0.340370	0.340185	0.467697	0.419739	0.446534	1.000000	0.438029	0.433492	0.433535	0.454600	0.398535	0.497916	0.309130	0.363123	0.345479	0.383203	0.267971	0.408814	0.356608	0.348900	0.395935	0.444317	0.462654	0.369475	0.365265	0.391775	0.401854	0.371802	0.558096	0.503774	0.287142	0.499517	0.306340	0.506417	0.420768	0.394888	0.455096	0.410467	0.436742	0.547560	0.414868	0.377698	0.496037	0.507696	0.395896	0.374625	0.405204	0.567940	0.371731	0.475103	0.345433	0.420199	0.374537	0.437274	
loneliness	0.479420	0.354967	0.475720	0.491364	0.289627	0.369254	0.457117	0.442773	0.367323	0.436623	0.491522	0.426338	0.379667	0.390680	0.417418	0.454236	0.434654	0.372163	0.415410	0.361128	0.505389	0.460174	0.487424	0.449447	0.398516	0.381311	0.397774	0.450128	0.433244	0.531484	0.290530	0.471656	0.478686	0.351661	0.438137	0.375940	0.484475	0.377395	0.427655	0.365882	0.470925	0.412349	0.461577	0.351309	0.500674	0.444691	0.402815	0.370759	0.385637	0.370697	0.516171	0.435161	0.375869	0.360634	0.305194	0.494174	0.415626	0.423377	0.458948	0.451266	0.379400	0.432792	0.440291	0.439141	0.445645	0.454157	0.334078	0.347552	0.400471	0.496875	0.366095	0.389946	0.470349	0.531548	0.425775	0.488090	0.481275	0.404316	0.384993	0.372874	0.439790	0.440661	0.450580	0.438029	1.000000	0.476240	0.447908	0.431977	0.474027	0.461381	0.355816	0.430760	0.358554	0.446563	0.351169	0.463142	0.374683	0.368317	0.400555	0.418327	0.450810	0.461719	0.443457	0.467105	0.412052	0.439579	0.445337	0.499936	0.349719	0.408829	0.359642	0.536311	0.425428	0.380730	0.475376	0.391721	0.509997	0.523718	0.391651	0.370006	0.474454	0.473528	0.403656	0.378152	0.436802	0.476488	0.414563	0.468087	0.429727	0.384379	0.412367	0.469299	
love    	0.504983	0.449286	0.535810	0.431746	0.277904	0.391352	0.402259	0.382464	0.325140	0.384747	0.445123	0.383001	0.392411	0.341111	0.375700	0.443134	0.421870	0.383591	0.382952	0.417033	0.481238	0.424024	0.453507	0.424012	0.313488	0.354925	0.316330	0.438014	0.363908	0.464797	0.248298	0.448935	0.417500	0.304820	0.417801	0.326830	0.451679	0.347766	0.414014	0.275267	0.467387	0.401994	0.453923	0.312209	0.473515	0.400121	0.362278	0.369561	0.453710	0.340705	0.467997	0.406273	0.338384	0.315575	0.275397	0.444018	0.351101	0.362214	0.398108	0.403365	0.318941	0.398029	0.507588	0.325312	0.405094	0.394983	0.228023	0.282430	0.321284	0.409503	0.353165	0.599772	0.413131	0.481432	0.395361	0.453414	0.376062	0.408117	0.348914	0.353421	0.473219	0.399226	0.536823	0.433492	0.476240	1.000000	0.549121	0.454850	0.402239	0.452219	0.276705	0.365639	0.327423	0.359215	0.246784	0.434404	0.343338	0.323801	0.397424	0.376781	0.451397	0.391264	0.353163	0.398729	0.352549	0.356680	0.423953	0.470249	0.306347	0.383538	0.255850	0.501218	0.439595	0.312459	0.455359	0.401250	0.437498	0.547045	0.347512	0.311649	0.494145	0.435363	0.395125	0.316247	0.351390	0.433110	0.433150	0.455358	0.343174	0.336663	0.392279	0.460039	
lust    	0.470593	0.467714	0.487812	0.434354	0.297635	0.349346	0.404391	0.379794	0.398024	0.367455	0.465215	0.406949	0.397737	0.349082	0.379424	0.412863	0.425293	0.389165	0.393470	0.396257	0.475092	0.432836	0.427240	0.426058	0.346655	0.404839	0.332312	0.468407	0.376303	0.454152	0.288247	0.419569	0.446430	0.330092	0.378903	0.327828	0.454811	0.345042	0.446174	0.331113	0.434671	0.421369	0.412413	0.357039	0.444004	0.442346	0.371892	0.338385	0.479395	0.332202	0.438719	0.397953	0.391915	0.390026	0.317808	0.433809	0.351106	0.366025	0.415436	0.410297	0.358693	0.402491	0.459902	0.360569	0.411874	0.408905	0.287461	0.322120	0.353544	0.416070	0.352440	0.523903	0.424681	0.458964	0.392801	0.436038	0.384760	0.417529	0.416651	0.422624	0.478849	0.424189	0.534902	0.433535	0.447908	0.549121	1.000000	0.388126	0.430970	0.429075	0.319762	0.392691	0.359273	0.373575	0.281595	0.467151	0.336315	0.353295	0.395105	0.399383	0.401546	0.403627	0.351083	0.399604	0.385745	0.376272	0.442790	0.469769	0.333540	0.390227	0.302483	0.474986	0.417808	0.361023	0.465706	0.403813	0.423303	0.515065	0.377818	0.328481	0.425952	0.442387	0.398370	0.319037	0.361251	0.434489	0.390001	0.439448	0.364607	0.363164	0.399985	0.439610	
melancholy	0.485487	0.253623	0.453377	0.426960	0.222917	0.482518	0.442144	0.379495	0.288800	0.236835	0.498886	0.315522	0.289890	0.292166	0.353375	0.500540	0.237367	0.292824	0.297231	0.467012	0.488230	0.413504	0.445077	0.424956	0.290624	0.369188	0.244201	0.377832	0.324104	0.452310	0.217837	0.489663	0.396908	0.275568	0.440318	0.326034	0.435239	0.408296	0.424769	0.215200	0.480169	0.324077	0.570930	0.271074	0.453717	0.354966	0.262081	0.324393	0.324409	0.366661	0.436209	0.385916	0.352738	0.252727	0.346634	0.573046	0.492989	0.243454	0.395184	0.381716	0.210004	0.290182	0.384551	0.259049	0.373952	0.316057	0.218839	0.164448	0.303123	0.328632	0.433566	0.285502	0.319224	0.491159	0.351540	0.495045	0.352175	0.242104	0.405560	0.295900	0.406058	0.448766	0.422741	0.454600	0.431977	0.454850	0.388126	1.000000	0.366273	0.546424	0.206718	0.329039	0.243800	0.370846	0.187456	0.363466	0.297665	0.235476	0.311635	0.364092	0.606471	0.354127	0.256826	0.354450	0.295533	0.234102	0.392216	0.481936	0.209407	0.445070	0.213974	0.542708	0.437018	0.210223	0.403651	0.316705	0.431200	0.624218	0.272783	0.314787	0.647182	0.442667	0.415858	0.253764	0.346538	0.456500	0.369197	0.476179	0.257687	0.379462	0.368934	0.434710	
misery  	0.444396	0.339151	0.370862	0.429608	0.272231	0.358140	0.366294	0.369316	0.354941	0.392131	0.506480	0.404148	0.364190	0.343142	0.359055	0.361356	0.411885	0.341299	0.399334	0.298348	0.438891	0.412436	0.421216	0.401269	0.397542	0.347417	0.387570	0.401616	0.410679	0.505723	0.286326	0.393545	0.462760	0.340727	0.363720	0.316439	0.430651	0.321307	0.396576	0.362535	0.388361	0.397769	0.366460	0.332628	0.416790	0.423449	0.364430	0.346388	0.320479	0.303226	0.437808	0.391937	0.362057	0.360866	0.298841	0.471537	0.449346	0.431555	0.408713	0.408911	0.388204	0.443897	0.374798	0.409933	0.403390	0.459822	0.309286	0.317080	0.360107	0.472997	0.313025	0.346167	0.449067	0.448874	0.388478	0.415891	0.407471	0.395174	0.327690	0.359829	0.409892	0.357544	0.403413	0.398535	0.474027	0.402239	0.430970	0.366273	1.000000	0.387663	0.348877	0.381555	0.336204	0.399906	0.299840	0.411284	0.348575	0.378970	0.360634	0.358222	0.346315	0.410442	0.390338	0.428872	0.418821	0.412445	0.425771	0.529701	0.334568	0.372240	0.335964	0.430981	0.410410	0.391872	0.500540	0.377228	0.440860	0.399687	0.376085	0.313065	0.350884	0.503516	0.365097	0.348919	0.490987	0.409826	0.442805	0.405320	0.415782	0.328157	0.333008	0.441801	
mortification	0.491714	0.303274	0.463120	0.473647	0.265753	0.438854	0.545714	0.416187	0.361643	0.276136	0.519812	0.393363	0.360959	0.356358	0.486480	0.495219	0.260301	0.364478	0.350124	0.442009	0.493192	0.486201	0.455411	0.466916	0.385622	0.403685	0.256768	0.390690	0.360882	0.473838	0.270146	0.500276	0.491764	0.338963	0.453391	0.450564	0.445270	0.390056	0.441753	0.346224	0.469547	0.359565	0.539644	0.345411	0.457761	0.405015	0.368982	0.313663	0.342286	0.502874	0.423504	0.406245	0.402041	0.323120	0.343604	0.559462	0.451951	0.286759	0.438174	0.414815	0.301462	0.316069	0.398695	0.302683	0.383683	0.366377	0.328254	0.243012	0.443760	0.353994	0.465101	0.291029	0.409445	0.527527	0.377057	0.510730	0.367662	0.268697	0.410876	0.326217	0.474417	0.449285	0.443486	0.497916	0.461381	0.452219	0.429075	0.546424	0.387663	1.000000	0.291893	0.374101	0.300814	0.401175	0.282751	0.376999	0.352547	0.294075	0.383804	0.361201	0.581097	0.392738	0.301977	0.380916	0.389490	0.281463	0.476048	0.472634	0.267767	0.498826	0.288213	0.623415	0.435017	0.279562	0.442931	0.380261	0.495716	0.619932	0.454251	0.421475	0.596039	0.437277	0.422383	0.408823	0.371806	0.491501	0.352302	0.473938	0.321802	0.438595	0.387391	0.439078	
